Pos x [mm];Pos y [mm];Pos z [mm];Volume [mm³];Equivalent diameter [mm];Surface [mm²];Sphericity;Compactness;PCA 1 x [mm];PCA 1 y [mm];PCA 1 z [mm];PCA 2 x [mm];PCA 2 y [mm];PCA 2 z [mm];PCA 3 x [mm];PCA 3 y [mm];PCA 3 z [mm];PCA deviation 1 [mm];PCA deviation 2 [mm];PCA deviation 3 [mm];PCA min deviation ratio [%];PCA max deviation ratio [%];Projected area x [mm²];Projected area y [mm²];Projected area z [mm²];Projected size x [mm];Projected size y [mm];Projected size z [mm]
0.6908989;-16.2903996;5.1520910;49.3326263;4.5503540;113.0877380;0.58;0.45;-0.8466637;0.5398852;0.6334496;-0.7542547;-0.7547677;-0.3648469;-0.1745196;0.4883542;-0.6494828;1.1872547;1.1276913;0.8311287;28.0565828;40.0784075;16.5564384;17.8688526;19.6512394;5.0998363;4.7498479;4.7998447
0.4385929;-14.3076229;-1.1903954;49.2358856;4.5473781;111.8478165;0.58;0.38;-0.2484690;0.8409010;0.9520454;0.6614289;-0.4919561;0.6071464;-0.6250563;-0.4984078;0.2770923;1.2943114;1.0237850;0.8461003;26.8617690;41.0914510;19.4662514;17.6363678;15.6214991;4.2498646;4.8498445;5.3498268
-8.8559980;-13.3207321;3.8128653;49.1682663;4.5452952;111.8278275;0.58;0.37;-0.2893724;0.8965304;0.9000871;0.8764393;0.4508623;-0.1673109;-0.3583112;0.4773423;-0.5906510;1.3029428;0.9997078;0.8397090;26.4319867;41.0134524;17.6088715;17.3263874;17.9763470;4.8498440;4.8498449;5.0498371
7.6449661;3.3827801;3.1429682;49.1247711;4.5439544;110.1629333;0.59;0.52;1.1125937;-0.2321193;0.3016111;0.2643120;0.0062336;-0.9702060;-0.1736785;-0.9014813;-0.0531070;1.1758883;1.0055841;0.9195940;32.5246930;41.5894479;15.3965130;18.5613079;18.4613171;5.3498268;4.0998688;4.8498459
13.8762951;15.8206997;-10.7993231;49.1136475;4.5436115;115.8725586;0.56;0.38;0.5931929;-0.7084870;1.0506632;-0.3352000;-0.8031164;-0.3523100;0.6843714;-0.0896261;-0.4468255;1.3991872;0.9388702;0.8222227;26.2708724;44.7054923;19.7237358;17.8413544;16.7564259;4.3498611;5.2498322;5.6498189
4.8118706;-13.3967800;-0.6418867;48.9564133;4.5387573;112.6577759;0.57;0.51;-1.0967474;-0.1676736;0.5108989;-0.1102196;-0.8472850;-0.5146818;0.3814226;-0.4560735;0.6691202;1.2214692;0.9974656;0.8951022;31.5499127;43.0534542;16.5664387;18.6912994;18.5763092;5.3998260;4.7998466;4.7498455
-5.6250019;15.0055561;-3.5714798;48.9534149;4.5386648;113.0127563;0.57;0.53;0.6897295;-0.7296314;0.6412994;0.7787421;0.2007726;-0.6091249;-0.2400206;-0.6991487;-0.5373021;1.1913663;1.0088519;0.9138448;32.6417416;42.5545692;18.0113449;17.2063961;18.2363319;4.9498405;4.8498459;4.8998413
-12.7416868;3.7088070;-3.7009630;48.8546715;4.5356112;113.2777252;0.57;0.38;-0.4427910;0.4290521;1.2657154;0.6747933;-0.5608757;0.4261916;-0.5177816;-0.6048024;0.0238780;1.4079008;0.9754828;0.7965261;25.5220562;45.1115489;19.8212299;20.0287151;14.4515734;4.6498508;4.3498611;5.8998108
10.3204556;9.5412121;-9.5867414;48.8502998;4.5354762;115.9225616;0.56;0.36;1.1388813;-0.3253665;0.5533900;0.4164925;-0.0768430;-0.9023251;-0.2227995;-0.8339800;-0.0318165;1.3073463;0.9967755;0.8638139;27.2100747;41.1813140;16.3539524;20.0462132;17.0639057;5.2998276;4.3498611;5.4498243
-6.2106276;14.6173229;-12.4251986;48.8023033;4.5339899;108.0380707;0.60;0.44;-0.3053279;-0.5450732;1.0943071;-0.9909580;0.0408607;-0.2561393;0.0614224;-0.7524812;-0.3576723;1.2600944;1.0243411;0.8354221;28.0701935;42.3391879;16.7764244;18.8462906;15.4065123;4.6498508;4.3498611;5.1998329
-10.3815355;15.3020191;-3.7195778;48.7703056;4.5329990;111.6278458;0.58;0.44;-0.9339545;0.0160017;0.8207200;0.6032504;0.4288123;0.6781201;0.2377425;-0.7865413;0.2858790;1.2434261;1.0038117;0.8699974;29.1994661;41.7327404;16.1364651;19.9237213;17.3438873;5.4998240;4.1998672;4.9498405
-3.2330790;8.7628613;12.9054899;48.7581825;4.5326233;114.2526703;0.56;0.46;-0.2152188;-1.1224607;0.4459159;0.5380342;-0.4078434;-0.7669455;-0.7217551;-0.0518143;-0.4787783;1.2268163;1.0217742;0.8676658;29.5711845;41.8115050;19.6787376;16.5339394;18.3713226;4.5498543;5.6498184;4.9998398
-4.0653410;-0.0603046;0.8342543;48.7323112;4.5318213;111.1728668;0.58;0.48;0.3096055;-0.8897090;0.7608986;0.3145128;-0.6145832;-0.8465979;-0.7638495;-0.3137230;-0.0560260;1.2109518;1.0924096;0.8276636;28.5288095;41.7404056;20.5686817;16.4214458;15.4890070;4.2998619;5.0498371;5.1998329
-5.5670519;-7.7803011;5.8830233;48.7248116;4.5315890;116.2725449;0.55;0.42;-0.0349605;0.2696827;1.1702331;0.9934559;0.0140298;0.0264461;-0.0072511;0.9085287;-0.2095890;1.2014143;0.9939069;0.9324187;30.9363782;39.8612857;19.3587589;18.4238167;15.5890007;4.7498474;4.2998619;5.6998177
-8.1184225;-3.7796669;11.9778051;48.6609421;4.5296082;116.1725464;0.55;0.42;-0.2011469;0.4798256;1.1548554;-0.4438293;-0.8169366;0.2621213;-0.7752699;0.3334174;-0.2735627;1.2666427;0.9659594;0.8871568;29.4221938;42.0076907;20.2387028;19.0237789;15.0790339;4.4498568;4.9998417;5.8998108
2.8221111;8.7772865;-0.6638441;48.6301956;4.5286541;108.6430283;0.59;0.49;0.9559038;-0.2538598;0.7430539;0.2782122;-0.7078521;-0.5997402;-0.5127698;-0.5897345;0.4581750;1.2370635;0.9685788;0.9058940;31.5099746;43.0291384;16.9064159;18.0188427;16.6939297;5.0498390;4.2998619;4.9498405
-9.5842781;-9.9397717;-8.7206593;48.5508270;4.5261889;113.2827301;0.57;0.50;0.3810958;0.4512242;1.0231616;-0.6319528;-0.6511759;0.5225576;-0.6527326;0.6119828;-0.0267679;1.1813962;1.0471202;0.8951532;31.2915117;41.2975907;19.3312607;18.6063061;16.0289726;4.6998491;4.9998398;5.2498307
-0.5398903;-10.1926470;3.3001585;48.5470772;4.5260725;115.4925995;0.56;0.30;-0.1937471;1.1463206;0.8940308;-0.2608591;-0.6033238;0.7170467;-0.7278680;0.0504137;-0.2223777;1.4665879;0.9727296;0.7627484;22.4484593;43.1631655;22.3835659;14.3440790;17.1464005;3.7498798;5.7498155;5.4498253
-8.7299461;-7.7827139;-5.7000074;48.5299530;4.5255399;113.6377106;0.57;0.47;-1.0301561;0.6504536;-0.1740990;-0.3085804;-0.2221166;0.9960389;0.3865933;0.6852239;0.2725744;1.2306998;1.0661384;0.8326361;28.5197020;42.1543002;17.0214081;19.7487316;17.2913914;5.5998201;4.5498543;4.9998388
-3.0121298;11.1550999;9.0989676;48.4882088;4.5242424;111.5328369;0.58;0.43;-0.5407887;-0.2581627;1.1145352;-0.5894228;-0.7276801;-0.4545509;-0.5938127;0.5774224;-0.1543767;1.2654204;1.0409391;0.8425332;28.0542761;42.1353757;19.3112621;18.7312984;15.3590155;4.7498474;4.1498699;5.6998177
-7.1555223;0.9604759;3.9314547;48.4850845;4.5241451;111.2028809;0.58;0.51;-0.5692376;-0.0521611;0.9844009;-0.7171050;0.5759112;-0.3841554;0.4613824;0.7800325;0.3081301;1.1383311;0.9967390;0.9572191;33.9124054;40.3288454;17.6813660;18.3538227;17.2563934;4.7998457;4.5498543;5.3498287
-6.8554430;7.7179909;2.3185453;48.4634628;4.5234723;108.9530182;0.59;0.61;-0.9451424;0.5281666;0.1663319;-0.2118037;-0.6453234;0.8456197;0.4165592;0.5744969;0.5427559;1.0954088;1.0846086;0.8933937;33.5737646;41.1655039;16.6014366;17.4738789;17.8588543;4.7498479;4.7498474;4.8498440
6.8882999;14.4873943;-1.9798889;48.4527130;4.5231380;111.4478531;0.58;0.39;0.3791213;-0.6589587;0.9789332;-0.5532532;-0.7319075;-0.2784120;0.6885906;-0.3336374;-0.4912620;1.2394636;0.9587966;0.9092906;29.3868750;40.0575608;18.9637852;17.3263874;16.3764496;4.5498543;4.6498566;5.2998295
-8.3574305;13.1199551;6.9432993;48.4279633;4.5223675;115.9975586;0.55;0.46;-0.3076802;0.8694776;0.7966977;0.0610311;-0.7500118;0.8420967;-0.7769515;-0.1798002;-0.1038290;1.2187641;1.1293225;0.8042153;27.5499195;41.7510748;21.4886227;16.5839348;15.9239788;3.9498739;5.5498238;5.5498219
-12.7803125;-8.1662474;-11.6216373;48.3924675;4.5212622;111.6578369;0.58;0.43;-1.1899782;0.3228398;0.0817194;-0.0038367;-0.2659584;0.9948240;0.2359882;0.8144972;0.2186596;1.2356989;1.0297686;0.8757330;29.1965067;41.1975950;15.1140308;19.0062790;17.8763542;5.2498317;4.1998663;4.6498508
6.1278248;6.0572605;5.8651571;48.3902168;4.5211926;113.2827377;0.57;0.47;0.0702869;-0.3516015;1.1234598;0.4364028;-0.8484719;-0.2928430;-0.8498930;-0.4110819;-0.0754817;1.1792904;0.9980526;0.9471028;32.4784309;40.4406965;19.7887306;16.8714161;15.1765270;4.2998619;4.6498528;5.3498268
-3.6038857;17.5408421;-12.2784939;48.2828522;4.5178461;112.3227997;0.57;0.40;0.0747892;-0.4297555;1.1957378;0.8083889;0.6416560;0.1800532;-0.5067627;0.5718750;0.2372316;1.2728205;1.0476804;0.8000802;26.1934102;41.6702121;19.2037697;18.4488163;15.4365101;4.6998482;4.4498596;5.7498155
2.5281010;16.0833721;6.4000616;48.2616043;4.5171833;112.1428070;0.57;0.42;-0.2144973;-1.0627451;0.6106945;-0.8408880;-0.1133211;-0.4925533;0.4263990;-0.4454748;-0.6254594;1.2443408;0.9810928;0.8783299;29.1095555;41.2398666;19.1212749;15.9214783;18.5663090;4.4998550;5.4998207;4.7998447
-6.1083088;-13.6183901;10.3935690;48.2266083;4.5160913;117.4574738;0.55;0.25;-0.2086808;0.3031796;1.4337430;-0.2640614;-0.8494760;0.1411964;-0.7844449;0.2172332;-0.1601119;1.4802313;0.9007077;0.8295661;23.2167155;41.4266050;22.4935589;18.7362976;13.4541378;4.0998688;4.3998590;6.5997887
-10.4965706;0.1294823;-2.5270290;48.1348686;4.5132256;107.1881256;0.60;0.62;0.0110851;-1.1313821;-0.0417427;0.6783148;0.0375153;-0.8366726;0.6761167;-0.0135772;0.5475387;1.1322062;1.0777473;0.8701246;32.9335093;42.8530842;18.3063259;15.4815063;17.1314011;4.3998594;5.1498356;4.6498508
7.3678513;-15.9220724;-1.9230976;48.1289940;4.5130420;108.9330139;0.59;0.50;1.1029131;0.3944764;0.2166472;-0.3240757;0.4489967;0.8322690;-0.1767968;0.7561502;-0.4767743;1.1912032;0.9996473;0.9112266;31.9862008;41.8140382;15.2940197;17.8988514;18.4188194;5.2998314;4.2998619;4.6498508
-6.8612690;-3.6021252;-9.8807402;48.1139946;4.5125732;107.0031357;0.60;0.45;-0.6680921;0.3641392;0.9822710;0.8000107;-0.0801847;0.5738531;-0.2016998;-0.8196359;0.1666623;1.2424978;0.9878026;0.8603849;29.1718811;42.1276510;16.0889683;19.8037281;14.8790464;4.8498435;4.0498695;5.2998304
10.0043716;8.4383698;-0.4712420;48.0791245;4.5114827;109.2429962;0.59;0.48;-0.4975171;-0.1146249;0.9970835;-0.4593870;-0.8131540;-0.3227018;-0.7427697;0.5419794;-0.3083155;1.1201954;0.9881256;0.9697974;33.7539047;38.9885217;17.8513565;17.8688526;16.3514519;4.8498440;4.5498543;4.9498405
2.7251301;12.5814686;-1.5999260;48.0120049;4.5093822;107.2881241;0.60;0.60;-1.0824666;0.0359365;-0.0544039;0.0463656;-0.1453372;-1.0185328;-0.0380068;-0.9436069;0.1329157;1.0844284;1.0298940;0.9536797;35.5843127;40.4628932;16.3789501;17.9338493;16.9764118;5.0498390;4.3498611;4.5498543
6.3740959;15.4918919;4.6727152;47.9927559;4.5087800;121.8721771;0.52;0.39;0.7605574;-0.3407161;0.9458976;0.8292387;0.4147163;-0.5173742;0.1365414;-0.7445676;-0.3779836;1.2606575;1.0617450;0.8461065;27.3240447;40.7114983;18.5313129;19.7637310;17.2438946;5.2498322;4.4498596;5.8998108
-9.9147120;-0.4546757;1.0932131;47.9892578;4.5086703;110.0329437;0.58;0.46;-0.2497516;0.7064350;0.8793023;0.2106953;0.8668944;-0.6366219;0.8285852;-0.0179579;0.2497737;1.1552484;1.0959862;0.8655997;29.6627879;39.5886093;20.3861923;15.7814865;16.2239609;3.9998713;5.0998344;5.2998314
-11.4367304;-11.2428036;8.6161776;47.9418869;4.5071859;118.7923737;0.54;0.31;-0.6075473;0.4608108;1.2320395;0.4101081;0.9410351;-0.1497347;-0.5890896;0.1986817;-0.3648053;1.4489243;1.0373795;0.7208216;21.5983823;43.4149295;21.0311527;17.3138885;16.5414391;4.5498538;5.0498381;5.9498081
-11.9510794;0.6997223;4.3918943;47.9407616;4.5071511;110.4179230;0.58;0.45;-0.6124041;-0.6396285;0.9255762;0.7761363;-0.5686665;0.1205453;0.3139433;0.5536119;0.5902983;1.2809585;0.9696909;0.8680429;29.4234842;43.4198111;17.5538750;18.2613277;17.0514069;4.6498508;4.2498627;5.2498322
-7.1437922;13.6344852;10.1150427;47.8871422;4.5054698;112.8077621;0.57;0.43;0.9084706;-0.3455843;-0.7845487;-0.0586266;1.0454205;-0.5283821;-0.4972892;-0.2608555;-0.4609339;1.2491052;1.1728294;0.7265000;24.3170500;41.8094397;19.0887756;16.3589497;17.8038578;4.6998491;5.1998348;4.8498459
-0.0140476;14.6803608;1.1931524;47.8751411;4.5050936;116.2625427;0.55;0.46;-0.8911616;-0.1968370;0.9059387;0.3354275;-0.9770099;0.1176774;0.5323680;0.2524555;0.5785365;1.2859389;1.0396672;0.8257445;28.2542944;44.0006524;18.2388306;18.0438423;19.5262489;5.0998363;4.6998520;5.1998329
-13.4401731;-2.6916218;-2.6747208;47.7670288;4.5016999;112.1078033;0.57;0.36;-0.2655922;-0.0131550;1.2809244;-0.2937810;-0.8886715;-0.0700404;0.8276273;-0.2868934;0.1686573;1.3082353;0.9385894;0.8920314;28.0999929;41.2108868;20.0387154;18.7537956;14.9090443;4.4498572;4.1498680;6.2997980
-5.0251532;-6.9492741;1.0006227;47.6805382;4.4989810;113.0527496;0.56;0.28;-0.7569003;0.2817559;1.2856146;0.1447266;0.8939751;-0.1107168;-0.6555295;0.0567852;-0.3983854;1.5182520;0.9123572;0.7691908;22.3850176;44.1842288;20.5886803;18.2338295;15.1540289;4.5498543;4.3498592;6.0998039
-11.5069180;-14.4092922;9.7235518;47.5800476;4.4958181;116.3975296;0.55;0.27;-0.5579026;0.5224807;1.2250625;0.7057207;0.6515215;0.0435211;-0.4272433;0.4897344;-0.4034382;1.4439596;0.9614656;0.7649437;21.8917266;41.3243085;18.7762966;19.4587517;16.1864624;4.4998550;4.3998590;6.0498066
-6.0105190;-13.3075161;-2.6842146;47.5500488;4.4948730;110.5929108;0.57;0.43;0.0182070;0.8009108;0.9504430;-0.5606703;-0.6394686;0.5496021;-0.6984385;0.3618232;-0.2915184;1.2430332;1.0125875;0.8388774;28.1683981;41.7394191;19.6612396;17.1638985;15.6139994;4.1498680;5.0998359;5.4498253
12.4396706;-2.8549900;-0.3034725;47.5315514;4.4942904;118.3624115;0.54;0.38;0.4836603;0.4289405;1.0643488;0.4891080;-0.9300514;0.1525577;0.6626895;0.2805611;-0.4142069;1.2452934;1.0618362;0.8303248;26.6883224;40.0262564;20.4286900;17.3663845;17.9838467;4.3498592;5.3998260;5.7998142
-8.1242313;-17.0024014;3.6393023;47.5048027;4.4934468;111.8178253;0.57;0.35;-1.2214766;0.0555730;0.4195675;0.3291277;0.3249708;0.9151381;0.0525479;-0.7719657;0.2552306;1.2927221;1.0253823;0.8147607;25.5880505;40.5987144;14.0865974;20.8286629;17.5063782;5.7998142;4.0498705;4.7998447
6.7097206;7.1140747;1.7413836;47.5001793;4.4933014;110.6779022;0.57;0.40;-1.1398636;0.6286513;-0.1190265;-0.3421532;-0.4772402;0.7560521;0.2847753;0.6141523;0.5165449;1.3071568;0.9573097;0.8515272;28.0383497;43.0409253;15.1565285;18.0788403;19.0712776;5.3998260;4.6498508;4.2998638
-8.3337631;11.3542385;-10.6448402;47.4448090;4.4915547;106.6581573;0.59;0.51;-0.1593822;-0.2202840;1.1963600;-0.1215545;-0.9764779;-0.1959913;-0.8470799;0.1235318;-0.0901044;1.2268679;1.0033430;0.8607690;30.5505842;43.5442388;19.8412285;16.7589245;14.2265882;3.9498739;4.5498562;5.5498219
-2.6377039;12.7225590;4.6044283;47.4401855;4.4914088;110.1679382;0.58;0.47;-0.0639603;-1.1300805;0.5147918;0.0419135;-0.4072346;-0.8887613;-0.8807597;0.0255872;-0.0532604;1.2434562;0.9785160;0.8827395;30.4872692;42.9453820;19.6262417;14.9165421;18.3113270;4.2998619;5.5498199;4.7998466
-12.3344126;-8.1985016;-7.4320202;47.4316864;4.4911404;109.3279877;0.58;0.48;0.3653505;0.7158732;0.8855698;-0.4568205;-0.6696693;0.7298103;-0.6923874;0.4166048;-0.0511220;1.1959052;1.0907634;0.8096748;28.3094406;41.8135881;19.3962574;17.0714035;15.3690147;4.4498572;4.8998423;5.0498385
6.6258278;-15.2134953;2.1657686;47.4184380;4.4907222;113.9976807;0.56;0.40;0.2203089;1.0244696;0.7881901;-0.8456203;0.4290701;-0.3213331;-0.4209308;-0.3757288;0.6060182;1.3112276;1.0012141;0.8280175;27.2006392;43.0742443;18.8112946;16.1614628;18.9812832;4.6498489;5.3498282;4.8498440
-4.1819258;2.6326485;-10.2857904;47.3653183;4.4890447;108.6880341;0.58;0.39;0.5247743;-0.1937489;1.0629786;0.9441692;-0.0541773;-0.4759950;-0.0979001;-0.8190890;-0.1009636;1.2011870;1.0587548;0.8310745;27.1656066;39.2635942;16.7864246;20.2811985;14.5565672;4.9998398;3.8498764;5.7498150
13.2844791;14.7415180;-3.4828739;47.3389435;4.4882116;110.7178955;0.57;0.38;0.1527811;1.0676186;-0.7156866;0.8060898;0.3091687;0.6332793;-0.4951735;0.3717301;0.4488177;1.2943566;1.0707047;0.7647336;24.7745603;41.9324011;18.3238258;15.9464760;18.0638428;4.5998554;5.4498291;4.5998535
-7.0561218;10.4282131;-6.4479132;47.3386955;4.4882035;108.1630554;0.59;0.44;0.4943541;0.4944052;-0.9801860;-0.9312895;0.3816774;-0.2771754;-0.1565423;-0.6932217;-0.4286123;1.2039880;1.0439367;0.8299219;28.2252431;40.9470499;15.3390169;19.0237789;16.4139481;4.8998427;4.2498665;5.0998368
5.3727722;-3.8053913;-4.3340187;47.2749519;4.4861884;111.4978485;0.57;0.36;-0.2114877;0.3326344;1.2086235;-0.9460348;0.2310933;-0.2291403;-0.2388339;-0.8006662;0.1785657;1.2712764;1.0004455;0.8543967;27.1690428;40.4254377;18.6613045;19.5737438;15.0215368;4.8998413;3.9498730;5.9498100
-11.7342091;6.3017921;-0.4113569;47.2632027;4.4858165;109.6929626;0.58;0.38;-0.9254774;0.3365747;0.6157910;-0.1755909;0.8272121;-0.7160288;-0.4871207;-0.5003693;-0.4586095;1.1614600;1.1080656;0.8354512;27.0925432;37.6645654;17.1139030;17.8213558;17.3638878;4.9998393;4.7998466;4.7498493
-11.5546637;-15.5786266;-7.7636986;47.2612000;4.4857531;111.6978378;0.57;0.47;0.1651637;0.5329761;1.0231870;1.0230252;-0.4133789;0.0501907;-0.2875714;-0.6640446;0.3923196;1.1654416;1.1045277;0.8231447;28.6310256;40.5369669;16.8264217;19.0387783;17.4263821;4.9498410;4.5498543;5.0498381
-6.3798542;2.6786156;7.9068708;47.2200813;4.4844518;110.2179337;0.57;0.53;0.0259410;1.0780905;-0.3592799;0.5688271;-0.2823228;-0.8060946;-0.7600567;-0.1436799;-0.4860183;1.1366768;1.0261866;0.9135337;32.9876274;41.0453081;18.7787971;15.4265099;18.3263245;4.4998550;5.1498356;4.9998398
4.6591015;15.1229725;0.7236605;47.0425987;4.4788265;110.2579269;0.57;0.46;-0.0052336;-0.7031863;0.9526577;-0.8647202;-0.4164652;-0.3121564;0.4621826;-0.6190526;-0.4544029;1.1840841;1.0092700;0.8962817;30.8370143;40.7389939;18.4263191;17.8138561;16.7164288;4.6498508;4.7498474;5.3498287
-10.2914448;-3.7604046;-5.1507654;47.0300980;4.4784298;108.7530212;0.58;0.43;-0.3191299;0.3815580;1.1605961;0.4582143;0.8312321;-0.1472807;-0.7318932;0.3475509;-0.3155102;1.2627009;0.9605201;0.8694861;29.3091357;42.5638497;19.0162811;18.0488415;15.1015320;4.3998594;4.6498508;5.5998206
-1.3569803;-0.2542095;-5.7440176;47.0237236;4.4782271;107.6580811;0.59;0.44;0.0965057;-0.4026529;1.1076025;-0.3421895;-0.8543734;-0.2807801;-0.8712221;0.2894139;0.1811221;1.1824660;0.9622292;0.9357316;31.7407489;40.1101738;18.3963203;17.6913643;15.1115313;4.2998619;4.5998535;5.2998290
5.6278286;12.5510082;-5.8997612;47.0103493;4.4778028;108.8480225;0.58;0.39;-0.0831954;0.2001758;1.2521671;0.9334605;-0.0432610;0.0689360;0.0514204;0.8886001;-0.1386383;1.2707927;0.9370017;0.9008189;29.3174833;41.3584173;18.7812958;18.4538155;14.7615538;4.2498646;4.2998581;5.9998078
-12.4286995;-11.2729540;5.2290430;46.9784775;4.4767904;112.0678101;0.56;0.33;-0.5393647;0.3298935;1.0354633;0.3044775;0.9692982;-0.1502137;-0.7268221;0.1616574;-0.4300991;1.2132305;1.0270393;0.8598771;26.4208555;37.2781038;18.7437992;17.2238941;15.9214792;4.3998585;4.8498445;5.3498287
1.7057915;-1.8371677;-4.1404581;46.9464836;4.4757738;108.5930328;0.58;0.47;0.0185116;1.0172648;0.5921625;0.7108073;-0.4069567;0.6768827;0.6295456;0.2765799;-0.4948117;1.1772115;1.0625588;0.8471497;29.4449329;40.9171045;18.7387981;15.8239841;16.9364147;4.5498543;5.1998348;4.5998516
3.4802036;-0.2205563;2.8661451;46.8809891;4.4736919;105.9582062;0.59;0.53;-0.8378363;-0.6392179;-0.3712973;-0.5544232;0.2224344;0.8681230;-0.3581475;0.7076054;-0.4100353;1.1173320;1.0538025;0.8928068;32.2126150;40.3135210;16.3064556;17.0489063;17.1139030;4.6998482;4.4998569;4.8498440
-0.3798885;4.7369251;-10.2996464;46.8194923;4.4717345;108.2330627;0.58;0.45;0.4564583;-0.1168082;1.1526316;0.9496214;0.1323371;-0.3626522;0.0736890;-0.8427983;-0.1145914;1.2452140;1.0250905;0.8537390;29.2635709;42.6821440;17.2613926;19.2812614;14.9640408;4.9998398;4.0998688;5.5998197
12.3562565;15.4862347;-7.5700626;46.7662506;4.4700389;109.1479950;0.58;0.37;-0.2795106;0.7752220;-0.9629033;-0.6971083;-0.7239354;-0.3804758;0.5578881;-0.3176824;-0.4177056;1.2673903;1.0746182;0.7659238;24.5947763;40.6974971;19.4487534;15.5340033;16.6564331;4.2498627;4.9998398;5.0498381
7.5072136;9.0359344;-6.7200089;46.7327538;4.4689713;104.8582764;0.60;0.55;0.0123993;0.7951043;-0.7597568;-0.8877593;-0.3594674;-0.3906798;0.4658336;-0.5421130;-0.5597323;1.0998068;1.0343907;0.9078478;33.3853066;40.4444277;16.9989109;16.4564438;16.5489388;4.7498493;4.5998535;4.7998466
1.6227379;2.5873337;-4.8951578;46.6857567;4.4674730;105.2182541;0.60;0.55;-0.0305974;-0.9728730;0.5314289;-0.4502937;-0.4221179;-0.7986861;-0.8262985;0.2176325;0.3508393;1.1089791;1.0093797;0.9236997;33.8581681;40.6495720;17.9638481;15.4015112;16.6814308;4.5498524;4.9498425;4.5498543
3.8510399;8.9806614;6.4450293;46.6621361;4.4667192;110.9428787;0.56;0.33;-0.5728857;0.0547563;1.0693402;0.8672324;0.0315494;0.4629934;0.0063314;-0.9004994;0.0495027;1.2143660;0.9835905;0.9018812;27.9360056;37.6153052;18.0888405;19.0312786;15.4940071;4.9498425;4.0498695;5.9998074
-5.0420942;-15.5747833;-10.9508438;46.6340103;4.4658217;107.0881271;0.59;0.53;-0.5915777;-0.8760787;-0.3458471;-0.5478935;0.0150729;0.8990000;-0.5991160;0.5523540;-0.3743908;1.1122447;1.0529082;0.8967738;32.4224263;40.2126729;17.8088589;16.3189526;16.8439198;4.5998516;4.7998462;4.6998491
11.0642757;16.8249683;11.4354391;46.6285133;4.4656463;111.9878082;0.56;0.46;0.0206907;-0.8808929;0.7830531;0.9197608;0.2041865;0.2053959;-0.2758912;0.5795725;0.6592780;1.1788013;0.9642819;0.9201455;31.8054080;40.7460093;18.6963024;17.2088947;17.3788853;4.5498524;5.2498322;5.0998344
-7.4783669;6.4342079;-0.8973789;46.6262627;4.4655743;107.1831207;0.58;0.55;-0.9577785;0.5279176;0.3164080;0.0986518;0.6599967;-0.8025630;-0.4639559;-0.5409362;-0.5018749;1.1384861;1.0437601;0.8716338;32.0287287;41.8343842;16.5839367;17.5688725;17.1588993;4.9998398;4.5998516;4.6498508
-2.7534981;-11.3813419;-0.6530457;46.6236382;4.4654903;104.8882751;0.60;0.52;0.7887599;-0.3628082;0.7494187;-0.1617683;0.8683135;0.5906280;0.6014450;0.4082077;-0.4353969;1.1469091;1.0625341;0.8473134;30.4551899;41.2236273;17.5113773;16.6139336;15.7864885;4.4998569;4.5498552;4.8998413
-12.6779041;-8.2177610;11.7132025;46.6060143;4.4649277;111.3678589;0.56;0.33;-0.9974465;0.0037406;0.8908060;0.0814140;0.9465304;0.0871856;-0.5321071;0.1006873;-0.5962296;1.3373290;0.9540175;0.8054599;24.9796793;41.4745063;16.9039173;18.0738392;18.2013340;5.3498282;4.7498484;4.9498405
4.6564159;4.9937363;0.2600222;46.5565186;4.4633470;108.2280579;0.58;0.37;-0.6256565;0.1426005;1.0891118;0.2548311;-0.8806341;0.2616954;0.7220307;0.3197537;0.3729150;1.2640988;0.9533834;0.8732905;28.0167311;40.5545622;18.7312984;18.2313290;15.2740211;4.4498577;4.2998619;5.6998177
8.7508564;-17.5840435;-8.3405676;46.5527687;4.4632268;108.2930527;0.58;0.44;0.0095755;0.8334596;0.9501535;-0.7436503;-0.4621669;0.4128999;0.5449031;-0.4943067;0.4281065;1.2639376;0.9680394;0.8511955;28.9797068;43.0318773;17.6463680;16.6089344;17.1014042;4.4498577;4.9498415;4.9998388
-10.0033436;14.5909367;-11.3772955;46.5178986;4.4621124;108.3980484;0.58;0.40;-0.2259359;-0.5673876;1.0773644;-0.9021629;0.3638237;0.0024115;-0.2850422;-0.7039571;-0.4305115;1.2384223;0.9727648;0.8730091;28.8028777;40.8588260;17.8463554;17.7188625;15.3540154;4.6998487;4.3498611;5.3998270
1.1121712;-13.2348595;-5.2130842;46.4682770;4.4605250;108.1130676;0.58;0.45;0.2801269;0.5548372;1.0052503;0.0345530;-0.8865457;0.4796907;-0.8538954;0.0735145;0.1973743;1.1818813;1.0085932;0.8794875;30.1288694;40.4880673;20.0912113;16.2314587;15.5915003;4.2998619;4.8998427;5.2998295
12.1988945;12.3696003;-10.2766399;46.4477806;4.4598689;111.8678284;0.56;0.33;0.4642202;-0.0323833;1.2603970;-0.1129819;0.9046634;0.0648561;-0.7765011;-0.1172632;0.2829824;1.3435585;0.9139951;0.8347357;25.8273721;41.5707469;20.3461952;18.5263100;14.0066023;4.6498528;4.3498650;6.1998014
